"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,
236,10_C0983,"50% Silver Bullet (HR2-096) B11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
240,10_C0984,"50% Silver Bullet (HR2-096) B12 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet B12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
388,10_C0985,"50% Silver Bullet (HR2-096) C1 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
392,10_C0986,"50% Silver Bullet (HR2-096) C2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
396,10_C0987,"50% Silver Bullet (HR2-096) C3 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet C3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
400,10_C0988,"50% Silver Bullet (HR2-096) C4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
404,10_C0989,"50% Silver Bullet (HR2-096) C5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
408,10_C0990,"50% Silver Bullet (HR2-096) C6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
412,10_C0991,"50% Silver Bullet (HR2-096) C7 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
416,10_C0992,"50% Silver Bullet (HR2-096) C8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
420,10_C0993,"50% Silver Bullet (HR2-096) C9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
424,10_C0994,"50% Silver Bullet (HR2-096) C10 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet C10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
428,10_C0995,"50% Silver Bullet (HR2-096) C11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
432,10_C0996,"50% Silver Bullet (HR2-096) C12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet C12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
580,10_C0997,"50% Silver Bullet (HR2-096) D1 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
584,10_C0998,"50% Silver Bullet (HR2-096) D2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
588,10_C0999,"50% Silver Bullet (HR2-096) D3 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
592,10_C1000,"50% Silver Bullet (HR2-096) D4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
596,10_C1001,"50% Silver Bullet (HR2-096) D5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
600,10_C1002,"50% Silver Bullet (HR2-096) D6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
604,10_C1003,"50% Silver Bullet (HR2-096)  D7 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet D7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
608,10_C1004,"50% Silver Bullet (HR2-096) D8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
612,10_C1005,"50% Silver Bullet (HR2-096) D9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
616,10_C1006,"50% Silver Bullet (HR2-096) D10 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
620,10_C1007,"50% Silver Bullet (HR2-096) D11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
624,10_C1008,"50% Silver Bullet (HR2-096) D12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet D12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
772,10_C1009,"50% Silver Bullet (HR2-096) E1 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
776,10_C1010,"50% Silver Bullet (HR2-096) E2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
780,10_C1011,"50% Silver Bullet (HR2-096) E3 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
784,10_C1012,"50% Silver Bullet (HR2-096) E4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
788,10_C1013,"50% Silver Bullet (HR2-096) E5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
792,10_C1014,"50% Silver Bullet (HR2-096) E6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
796,10_C1015,"50% Silver Bullet (HR2-096) E7 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
800,10_C1016,"50% Silver Bullet (HR2-096) E8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
804,10_C1017,"50% Silver Bullet (HR2-096) E9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
808,10_C1018,"50% Silver Bullet (HR2-096) E10 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
812,10_C1019,"50% Silver Bullet (HR2-096) E11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
816,10_C1020,"50% Silver Bullet (HR2-096) E12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet E12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
964,10_C1021,"50% Silver Bullet (HR2-096) F1 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
968,10_C1022,"50% Silver Bullet (HR2-096) F2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
972,10_C1023,"50% Silver Bullet (HR2-096) F3 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
976,10_C1024,"50% Silver Bullet (HR2-096) F4+ 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
980,10_C1025,"50% Silver Bullet (HR2-096) F5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
984,10_C1026,"50% Silver Bullet (HR2-096) F6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
988,10_C1027,"50% Silver Bullet (HR2-096) F7 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
992,10_C1028,"50% Silver Bullet (HR2-096) F8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
996,10_C1029,"50% Silver Bullet (HR2-096) F9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1000,10_C1030,"50% Silver Bullet (HR2-096) F10 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1004,10_C1031,"50% Silver Bullet (HR2-096) F11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1008,10_C1032,"50% Silver Bullet (HR2-096) F12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet F12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1156,10_C1033,"50% Silver Bullet (HR2-096) G1 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1160,10_C1034,"50% Silver Bullet (HR2-096) G2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1164,10_C1035,"50% Silver Bullet (HR2-096) G3 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1168,10_C1036,"50% Silver Bullet (HR2-096) G4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1172,10_C1037,"50% Silver Bullet (HR2-096) G5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1176,10_C1038,"50% Silver Bullet (HR2-096) G6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1180,10_C1039,"50% Silver Bullet (HR2-096) G7 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1184,10_C1040,"50% Silver Bullet (HR2-096) G8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1188,10_C1041,"50% Silver Bullet (HR2-096) G9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1192,10_C1042,"50% Silver Bullet (HR2-096) G10 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1196,10_C1043,"50% Silver Bullet (HR2-096) G11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1200,10_C1044,"50% Silver Bullet (HR2-096) G12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet G12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
1348,10_C1045,"50% Silver Bullet (HR2-096) H1 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H1",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1352,10_C1046,"50% Silver Bullet (HR2-096) H2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H2",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1356,10_C1047,"50% Silver Bullet (HR2-096) H3 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H3",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1360,10_C1048,"50% Silver Bullet (HR2-096) H4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H4",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1364,10_C1049,"50% Silver Bullet (HR2-096) H5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H5",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1368,10_C1050,"50% Silver Bullet (HR2-096) H6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H6",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1372,10_C1051,"50% Silver Bullet (HR2-096) H7 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H7",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1376,10_C1052,"50% Silver Bullet (HR2-096) H8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H8",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1380,10_C1053,"50% Silver Bullet (HR2-096) H9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H9",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1384,10_C1054,"50% Silver Bullet (HR2-096) H10 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H10",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1388,10_C1055,"50% Silver Bullet (HR2-096) H11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H11",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
1392,10_C1056,"50% Silver Bullet (HR2-096) H12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet H12",,,HEPES,"0.05 M",6.8,"Tacsimate, pH 7.0","27.5% (w/v)",,,,
100,10_C1057,"HR Grid Screen Salt HT-A1","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",4,,,,,,
104,10_C1058,"HR Grid Screen Salt HT-A2","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",5,,,,,,
108,10_C1059,"HR Grid Screen Salt HT-A3","Ammonium sulfate ",,"0.8 M","MES monohydrate","0.1 M",6,,,,,,
112,10_C1060,"HR Grid Screen Salt HT-A4","Ammonium sulfate ",,"0.8 M",HEPES,"0.1 M",7,,,,,,
116,10_C1061,"HR Grid Screen Salt HT-A5","Ammonium sulfate ",,"0.8 M",Tris,"0.1 M",8,,,,,,
120,10_C1062,"HR Grid Screen Salt HT-A6","Ammonium sulfate ",,"0.8 M",BICINE,"0.1 M",9,,,,,,
124,10_C1063,"HR Grid Screen Salt HT-A7","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",4,,,,,,
128,10_C1064,"HR Grid Screen Salt HT-A8","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",5,,,,,,
132,10_C1065,"HR Grid Screen Salt HT-A9","Ammonium sulfate ",,"1.6 M","MES monohydrate","0.1 M",6,,,,,,
136,10_C1066,"HR Grid Screen Salt HT-A10","Ammonium sulfate ",,"1.6 M",HEPES,"0.1 M",7,,,,,,
140,10_C1067,"HR Grid Screen Salt HT-A11","Ammonium sulfate ",,"1.6 M",Tris,"0.1 M",8,,,,,,
144,10_C1068,"HR Grid Screen Salt HT-A12","Ammonium sulfate ",,"1.6 M",BICINE,"0.1 M",9,,,,,,
292,10_C1069,"HR Grid Screen Salt HT-B1","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",4,,,,,,
296,10_C1070,"HR Grid Screen Salt HT-B2","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",5,,,,,,
300,10_C1071,"HR Grid Screen Salt HT-B3","Ammonium sulfate ",,"2.4 M","MES monohydrate","0.1 M",6,,,,,,
304,10_C1072,"HR Grid Screen Salt HT-B4","Ammonium sulfate ",,"2.4 M",HEPES,"0.1 M",7,,,,,,
308,10_C1073,"HR Grid Screen Salt HT-B5","Ammonium sulfate ",,"2.4 M",Tris,"0.1 M",8,,,,,,
312,10_C1074,"HR Grid Screen Salt HT-B6","Ammonium sulfate ",,"2.4 M",BICINE,"0.1 M",9,,,,,,
316,10_C1075,"HR Grid Screen Salt HT-B7","Ammonium sulfate ",,"3.2 M","Citric acid","0.1 M",4,,,,,,
320,10_C1076,"HR Grid Screen Salt HT-B8","Ammonium sulfate ",,"3.2 M","Citric acid","0.1 M",5,,,,,,
324,10_C1077,"HR Grid Screen Salt HT-B9","Ammonium sulfate ",,"3.2 M","MES monohydrate","0.1 M",6,,,,,,
328,10_C1078,"HR Grid Screen Salt HT-B10","Ammonium sulfate ",,"3.2 M",HEPES,"0.1 M",7,,,,,,
332,10_C1079,"HR Grid Screen Salt HT-B11","Ammonium sulfate ",,"3.2 M",Tris,"0.1 M",8,,,,,,
336,10_C1080,"HR Grid Screen Salt HT-B12","Ammonium sulfate ",,"3.2 M",BICINE,"0.1 M",9,,,,,,
484,10_C1081,"HR Grid Screen Salt HT-C1","Sodium malonate",,"1 M",,,4,,,,,,
488,10_C1082,"HR Grid Screen Salt HT-C2","Sodium malonate",,"1.5 M",,,4,,,,,,
492,10_C1083,"HR Grid Screen Salt HT-C3","Sodium malonate",,"1.9 M",,,4,,,,,,
496,10_C1084,"HR Grid Screen Salt HT-C4","Sodium malonate",,"2.4 M",,,4,,,,,,
500,10_C1085,"HR Grid Screen Salt HT-C5","Sodium malonate",,"2.9 M",,,4,,,,,,
504,10_C1086,"HR Grid Screen Salt HT-C6","Sodium malonate",,"3.4 M",,,4,,,,,,
508,10_C1087,"HR Grid Screen Salt HT-C7","Sodium malonate",,"1 M",,,5,,,,,,
512,10_C1088,"HR Grid Screen Salt HT-C8","Sodium malonate",,"1.5 M",,,5,,,,,,
516,10_C1089,"HR Grid Screen Salt HT-C9","Sodium malonate",,"1.9 M",,,5,,,,,,
520,10_C1090,"HR Grid Screen Salt HT-C10","Sodium malonate",,"2.4 M",,,5,,,,,,
524,10_C1091,"HR Grid Screen Salt HT-C11","Sodium malonate",,"2.9 M",,,5,,,,,,
528,10_C1092,"HR Grid Screen Salt HT-C12","Sodium malonate",,"3.4 M",,,5,,,,,,
676,10_C1093,"HR Grid Screen Salt HT-D1","Sodium malonate",,"1 M",,,6,,,,,,
680,10_C1094,"HR Grid Screen Salt HT-D2","Sodium malonate",,"1.5 M",,,6,,,,,,
684,10_C1095,"HR Grid Screen Salt HT-D3","Sodium malonate",,"1.9 M",,,6,,,,,,
688,10_C1096,"HR Grid Screen Salt HT-D4","Sodium malonate",,"2.4 M",,,6,,,,,,
692,10_C1097,"HR Grid Screen Salt HT-D5","Sodium malonate",,"2.9 M",,,6,,,,,,
696,10_C1098,"HR Grid Screen Salt HT-D6","Sodium malonate",,"3.4 M",,,6,,,,,,
700,10_C1099,"HR Grid Screen Salt HT-D7","Sodium malonate",,"1 M",,,7,,,,,,
704,10_C1100,"HR Grid Screen Salt HT-D8","Sodium malonate",,"1.5 M",,,7,,,,,,
708,10_C1101,"HR Grid Screen Salt HT-D9","Sodium malonate",,"1.9 M",,,7,,,,,,
712,10_C1102,"HR Grid Screen Salt HT-D10","Sodium malonate",,"2.4 M",,,7,,,,,,
716,10_C1103,"HR Grid Screen Salt HT-D11","Sodium malonate",,"2.9 M",,,7,,,,,,
720,10_C1104,"HR Grid Screen Salt HT-D12","Sodium malonate",,"3.4 M",,,7,,,,,,
868,10_C1105,"HR Grid Screen Salt HT-E1","Sodium phosphate monobasic monohydrate",,"0.784 M","Potassium phosphate dibasic","0.016 M",5,,,,,,
872,10_C1106,"HR Grid Screen Salt HT-E2","Sodium phosphate monobasic monohydrate",,"0.72 M","Potassium phosphate dibasic",0.080M,5.6,,,,,,
876,10_C1107,"HR Grid Screen Salt HT-E3","Sodium phosphate monobasic monohydrate",,"0.52 M","Potassium phosphate dibasic","0.28 M",6.3,,,,,,
880,10_C1108,"HR Grid Screen Salt HT-E4","Sodium phosphate monobasic monohydrate",,"0.28 M","Potassium phosphate dibasic","0.52 M",6.9,,,,,,
884,10_C1109,"HR Grid Screen Salt HT-E5","Sodium phosphate monobasic monohydrate",,"0.12 M","Potassium phosphate dibasic","0.68 M",7.5,,,,,,
888,10_C1110,"HR Grid Screen Salt HT-E6","Sodium phosphate monobasic monohydrate",,"0.032 M","Potassium phosphate dibasic","0.768 M",8.2,,,,,,
892,10_C1111,"HR Grid Screen Salt HT-E7","Sodium phosphate monobasic monohydrate",,"0.980 M","Potassium phosphate dibasic","0.020 M",5,,,,,,
896,10_C1112,"HR Grid Screen Salt HT-E8","Sodium phosphate monobasic monohydrate",,"0.90 M","Potassium phosphate dibasic","0.10 M",5.6,,,,,,
900,10_C1113,"HR Grid Screen Salt HT-E9","Sodium phosphate monobasic monohydrate",,"0.65 M","Potassium phosphate dibasic","0.35 M",6.3,,,,,,
904,10_C1114,"HR Grid Screen Salt HT-E10","Sodium phosphate monobasic monohydrate",,"0.35 M","Potassium phosphate dibasic","0.65 M",6.9,,,,,,
908,10_C1115,"HR Grid Screen Salt HT-E11","Sodium phosphate monobasic monohydrate",,"0.15 M","Potassium phosphate dibasic","0.85 M",7.5,,,,,,
912,10_C1116,"HR Grid Screen Salt HT-E12","Sodium phosphate monobasic monohydrate",,"0.04 M","Potassium phosphate dibasic","0.96 M",8.2,,,,,,
1060,10_C1117,"HR Grid Screen Salt HT-F1","Sodium phosphate monobasic monohydrate",,"1.372 M","Potassium phosphate dibasic","0.028 M",5,,,,,,
1064,10_C1118,"HR Grid Screen Salt HT-F2","Sodium phosphate monobasic monohydrate",,"1.26 M","Potassium phosphate dibasic","0.14 M",5.6,,,,,,
1068,10_C1119,"HR Grid Screen Salt HT-F3","Sodium phosphate monobasic monohydrate",,"0.91 M","Potassium phosphate dibasic","0.49 M",6.3,,,,,,
1072,10_C1120,"HR Grid Screen Salt HT-F4","Sodium phosphate monobasic monohydrate",,"0.49 M","Potassium phosphate dibasic","0.91 M",6.9,,,,,,
1076,10_C1121,"HR Grid Screen Salt HT-F5","Sodium phosphate monobasic monohydrate",,"0.21 M","Potassium phosphate dibasic","1.19 M",7.5,,,,,,
1080,10_C1122,"HR Grid Screen Salt HT-F6","Sodium phosphate monobasic monohydrate",,"0.056 M","Potassium phosphate dibasic","1.344 M",8.2,,,,,,
1084,10_C1123,"HR Grid Screen Salt HT-F7","Sodium phosphate monobasic monohydrate",,"1.764 M","Potassium phosphate dibasic","0.036 M",5,,,,,,
1088,10_C1124,"HR Grid Screen Salt HT-F8","Sodium phosphate monobasic monohydrate",,"1.62 M","Potassium phosphate dibasic","0.18 M",5.6,,,,,,
1092,10_C1125,"HR Grid Screen Salt HT-F9","Sodium phosphate monobasic monohydrate",,"1.17 M","Potassium phosphate dibasic","0.63 M",6.3,,,,,,
1096,10_C1126,"HR Grid Screen Salt HT-F10","Sodium phosphate monobasic monohydrate",,"0.63 M","Potassium phosphate dibasic","1.17 M",6.9,,,,,,
1100,10_C1127,"HR Grid Screen Salt HT-F11","Sodium phosphate monobasic monohydrate",,"0.27 M","Potassium phosphate dibasic","1.53 M",7.5,,,,,,
1104,10_C1128,"HR Grid Screen Salt HT-F12","Sodium phosphate monobasic monohydrate",,"0.072 M","Potassium phosphate dibasic","1.728 M",8.2,,,,,,
1252,10_C1129,"HR Grid Screen Salt HT-G1","Sodium chloride",,"1 M","Citric acid","0.1 M",4,,,,,,
1256,10_C1130,"HR Grid Screen Salt HT-G2","Sodium chloride",,"1 M","Citric acid","0.1 M",5,,,,,,
1260,10_C1131,"HR Grid Screen Salt HT-G3","Sodium chloride",,"1 M","MES monohydrate","0.1 M",6,,,,,,
1264,10_C1132,"HR Grid Screen Salt HT-G4","Sodium chloride",,"1 M",HEPES,"0.1 M",7,,,,,,
1268,10_C1133,"HR Grid Screen Salt HT-G5","Sodium chloride",,"1 M",Tris,"0.1 M",8,,,,,,
1272,10_C1134,"HR Grid Screen Salt HT-G6","Sodium chloride",,"1 M",BICINE,"0.1 M",9,,,,,,
1276,10_C1135,"HR Grid Screen Salt HT-G7","Sodium chloride",,"2 M","Citric acid","0.1 M",4,,,,,,
1280,10_C1136,"HR Grid Screen Salt HT-G8","Sodium chloride",,"2 M","Citric acid","0.1 M",5,,,,,,
1284,10_C1137,"HR Grid Screen Salt HT-G9","Sodium chloride",,"2 M","MES monohydrate","0.1 M",6,,,,,,
1288,10_C1138,"HR Grid Screen Salt HT-G10","Sodium chloride",,"2 M",HEPES,"0.1 M",7,,,,,,
1292,10_C1139,"HR Grid Screen Salt HT-G11","Sodium chloride",,"2 M",Tris,"0.1 M",8,,,,,,
1296,10_C1140,"HR Grid Screen Salt HT-G12","Sodium chloride",,"2 M",BICINE,"0.1 M",9,,,,,,
1444,10_C1141,"HR Grid Screen Salt HT-H1","Sodium chloride",,"3 M","Citric acid","0.1 M",4,,,,,,
1448,10_C1142,"HR Grid Screen Salt HT-H2","Sodium chloride",,"3 M","Citric acid","0.1 M",5,,,,,,
1452,10_C1143,"HR Grid Screen Salt HT-H3","Sodium chloride",,"3 M","MES monohydrate","0.1 M",6,,,,,,
1456,10_C1144,"HR Grid Screen Salt HT-H4","Sodium chloride",,"3 M",HEPES,"0.1 M",7,,,,,,
