"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,"Chemical Additive",Concentration
714,M6_C0911,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
718,M6_C0912,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
866,M6_C0913,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
870,M6_C0914,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
874,M6_C0915,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
878,M6_C0916,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
882,M6_C0917,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
886,M6_C0918,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","10% (w/v)",,,,
890,M6_C0919,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
894,M6_C0920,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
898,M6_C0921,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 8000","15% (w/v)",,,,
902,M6_C0922,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 8000","19% (w/v)",,,,
906,M6_C0923,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
910,M6_C0924,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1058,M6_C0925,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1062,M6_C0926,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
1066,M6_C0927,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
1070,M6_C0928,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1074,M6_C0929,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1078,M6_C0930,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
1082,M6_C0931,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
1086,M6_C0932,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1090,M6_C0933,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1094,M6_C0934,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
1098,M6_C0935,,"Lithium Chloride",LiCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","10% (w/v)",,,,
1102,M6_C0936,,"Lithium Chloride",LiCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","32% (w/v)",,,,
1250,M6_C0937,,"Lithium Chloride",LiCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","10% (w/v)",,,,
1254,M6_C0938,,"Lithium Chloride",LiCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1258,M6_C0939,,"Lithium Chloride",LiCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","32% (w/v)",,,,
1262,M6_C0940,,"Lithium Chloride",LiCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","10% (w/v)",,,,
1266,M6_C0941,,"Lithium Chloride",LiCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1270,M6_C0942,,"Lithium Chloride",LiCl,"0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","32% (w/v)",,,,
1274,M6_C0943,,"Lithium Chloride",LiCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1278,M6_C0944,,"Lithium Chloride",LiCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 8000","32% (w/v)",,,,
1282,M6_C0945,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
1286,M6_C0946,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1290,M6_C0947,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1294,M6_C0948,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
1442,M6_C0949,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
1446,M6_C0950,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1450,M6_C0951,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1454,M6_C0952,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
1458,M6_C0953,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
1462,M6_C0954,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1466,M6_C0955,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1470,M6_C0956,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
1474,M6_C0957,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
1478,M6_C0958,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
1482,M6_C0959,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
1486,M6_C0960,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 8000","38% (w/v)",,,,
4,M6_C0961,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.05 M",MES,"0.1 M",6,"PEG 6000","20% (w/v)",,,,
8,M6_C0962,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.05 M",MES,"0.1 M",6,"PEG 6000","30% (w/v)",,,,
12,M6_C0963,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.05 M",MES,"0.1 M",6,"PEG 6000","40% (w/v)",,,,
16,M6_C0964,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 6000","8% (w/v)",,,,
20,M6_C0965,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 6000","20% (w/v)",,,,
24,M6_C0966,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 6000","30% (w/v)",,,,
28,M6_C0967,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 6000","40% (w/v)",,,,
32,M6_C0968,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 6000","8% (w/v)",,,,
36,M6_C0969,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 6000","20% (w/v)",,,,
40,M6_C0970,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 6000","30% (w/v)",,,,
44,M6_C0971,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 6000","40% (w/v)",,,,
48,M6_C0972,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 6000","8% (w/v)",,,,
196,M6_C0973,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 6000","20% (w/v)",,,,
200,M6_C0974,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 6000","30% (w/v)",,,,
204,M6_C0975,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
208,M6_C0976,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
212,M6_C0977,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","30% (w/v)",,,,
216,M6_C0978,,"Sodium Phosphate monobasic",NaH2PO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
220,M6_C0979,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
224,M6_C0980,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
228,M6_C0981,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","15% (w/v)",,,,
232,M6_C0982,,"Sodium Phosphate monobasic",NaH2PO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","10% (w/v)",,,,
236,M6_C0983,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
240,M6_C0984,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
388,M6_C0985,,"Sodium Phosphate monobasic",NaH2PO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","15% (w/v)",,,,
392,M6_C0986,,"Sodium Phosphate monobasic",NaH2PO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","19% (w/v)",,,,
396,M6_C0987,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
400,M6_C0988,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
404,M6_C0989,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","30% (w/v)",,,,
408,M6_C0990,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
412,M6_C0991,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
416,M6_C0992,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
420,M6_C0993,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","15% (w/v)",,,,
424,M6_C0994,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","10% (w/v)",,,,
428,M6_C0995,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
432,M6_C0996,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
580,M6_C0997,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","15% (w/v)",,,,
584,M6_C0998,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","19% (w/v)",,,,
588,M6_C0999,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","10% (w/v)",,,,
592,M6_C1000,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","32% (w/v)",,,,
596,M6_C1001,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","10% (w/v)",,,,
600,M6_C1002,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
604,M6_C1003,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","32% (w/v)",,,,
608,M6_C1004,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","10% (w/v)",,,,
612,M6_C1005,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
616,M6_C1006,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","32% (w/v)",,,,
620,M6_C1007,,"Potassium Chloride",KCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
624,M6_C1008,,"Potassium Chloride",KCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","32% (w/v)",,,,
772,M6_C1009,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
776,M6_C1010,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
780,M6_C1011,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","30% (w/v)",,,,
784,M6_C1012,,"Sodium Chloride",NaCl,"0.025 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
788,M6_C1013,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
792,M6_C1014,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
796,M6_C1015,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","30% (w/v)",,,,
800,M6_C1016,,"Sodium Chloride",NaCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
804,M6_C1017,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
808,M6_C1018,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
812,M6_C1019,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","30% (w/v)",,,,
816,M6_C1020,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","10% (w/v)",,,,
964,M6_C1021,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","8% (w/v)",,,,
968,M6_C1022,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","20% (w/v)",,,,
972,M6_C1023,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","30% (w/v)",,,,
976,M6_C1024,,"Sodium Chloride",NaCl,"0.25 M","Sodium Citrate","0.1 M",5.6,"PEG 6000","19% (w/v)",,,,
980,M6_C1025,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
984,M6_C1026,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
988,M6_C1027,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
992,M6_C1028,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
996,M6_C1029,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1000,M6_C1030,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1004,M6_C1031,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
1008,M6_C1032,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1156,M6_C1033,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1160,M6_C1034,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1164,M6_C1035,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
1168,M6_C1036,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1172,M6_C1037,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1176,M6_C1038,,"Magnesium Chloride hexahydrate ","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1180,M6_C1039,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1184,M6_C1040,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1188,M6_C1041,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1192,M6_C1042,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
1196,M6_C1043,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1200,M6_C1044,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1348,M6_C1045,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1352,M6_C1046,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
1356,M6_C1047,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1360,M6_C1048,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1364,M6_C1049,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1368,M6_C1050,,"Sodium Phosphate monobasic",NaH2PO4,"0.15 M",HEPES,"0.1 M",7,"PEG 6000","19% (w/v)",,,,
1372,M6_C1051,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1376,M6_C1052,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
1380,M6_C1053,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
1384,M6_C1054,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
1388,M6_C1055,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
1392,M6_C1056,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
100,M6_C1057,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
104,M6_C1058,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
108,M6_C1059,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
112,M6_C1060,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
116,M6_C1061,,"Ammonium Sulfate ",(NH4)2SO4,"0.3 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
120,M6_C1062,,"Ammonium Sulfate ",(NH4)2SO4,"0.15 M",HEPES,"0.1 M",7,"PEG 6000","19% (w/v)",,,,
124,M6_C1063,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","10% (w/v)",,,,
128,M6_C1064,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","32% (w/v)",,,,
132,M6_C1065,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","10% (w/v)",,,,
136,M6_C1066,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
140,M6_C1067,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","32% (w/v)",,,,
144,M6_C1068,,"Potassium Chloride",KCl,"0.4 M",HEPES,"0.1 M",7,"PEG 6000","10% (w/v)",,,,
292,M6_C1069,,"Potassium Chloride",KCl,"0.4 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
296,M6_C1070,,"Potassium Chloride",KCl,"0.4 M",HEPES,"0.1 M",7,"PEG 6000","32% (w/v)",,,,
300,M6_C1071,,"Potassium Chloride",KCl,"0.5 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
304,M6_C1072,,"Potassium Chloride",KCl,"0.5 M",HEPES,"0.1 M",7,"PEG 6000","32% (w/v)",,,,
308,M6_C1073,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
312,M6_C1074,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
316,M6_C1075,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
320,M6_C1076,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
324,M6_C1077,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
328,M6_C1078,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
332,M6_C1079,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
336,M6_C1080,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
484,M6_C1081,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
488,M6_C1082,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
492,M6_C1083,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
496,M6_C1084,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 6000","40% (w/v)",,,,
500,M6_C1085,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 6000","8% (w/v)",,,,
504,M6_C1086,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 6000","20% (w/v)",,,,
508,M6_C1087,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 6000","30% (w/v)",,,,
512,M6_C1088,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 6000","38% (w/v)",,,,
516,M6_C1089,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 6000","20% (w/v)",,,,
520,M6_C1090,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 6000","30% (w/v)",,,,
524,M6_C1091,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 6000","40% (w/v)",,,,
528,M6_C1092,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 6000","8% (w/v)",,,,
676,M6_C1093,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 6000","20% (w/v)",,,,
680,M6_C1094,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 6000","30% (w/v)",,,,
684,M6_C1095,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 6000","40% (w/v)",,,,
