Composite List,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1470,M9_C0956,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
1474,M9_C0957,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
1478,M9_C0958,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1482,M9_C0959,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
1486,M9_C0960,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 8000,38% (w/v),,,,
4,M9_C0961,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.05 M,MES,0.1 M,6.0,PEG 6000,20% (w/v),,,,
8,M9_C0962,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.05 M,MES,0.1 M,6.0,PEG 6000,30% (w/v),,,,
12,M9_C0963,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.05 M,MES,0.1 M,6.0,PEG 6000,40% (w/v),,,,
16,M9_C0964,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 6000,8% (w/v),,,,
20,M9_C0965,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 6000,20% (w/v),,,,
24,M9_C0966,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 6000,30% (w/v),,,,
28,M9_C0967,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 6000,40% (w/v),,,,
32,M9_C0968,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 6000,8% (w/v),,,,
36,M9_C0969,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 6000,20% (w/v),,,,
40,M9_C0970,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 6000,30% (w/v),,,,
44,M9_C0971,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 6000,40% (w/v),,,,
48,M9_C0972,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 6000,8% (w/v),,,,
196,M9_C0973,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 6000,20% (w/v),,,,
200,M9_C0974,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 6000,30% (w/v),,,,
204,M9_C0975,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
208,M9_C0976,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
212,M9_C0977,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,30% (w/v),,,,
216,M9_C0978,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
220,M9_C0979,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
224,M9_C0980,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
228,M9_C0981,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,15% (w/v),,,,
232,M9_C0982,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,10% (w/v),,,,
236,M9_C0983,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
240,M9_C0984,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
388,M9_C0985,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 6000,15% (w/v),,,,
392,M9_C0986,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 6000,19% (w/v),,,,
396,M9_C0987,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
400,M9_C0988,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
404,M9_C0989,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,30% (w/v),,,,
408,M9_C0990,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
412,M9_C0991,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
416,M9_C0992,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
420,M9_C0993,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,15% (w/v),,,,
424,M9_C0994,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,10% (w/v),,,,
428,M9_C0995,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
432,M9_C0996,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
580,M9_C0997,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 6000,15% (w/v),,,,
584,M9_C0998,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 6000,19% (w/v),,,,
588,M9_C0999,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,10% (w/v),,,,
592,M9_C1000,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,32% (w/v),,,,
596,M9_C1001,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,10% (w/v),,,,
600,M9_C1002,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
604,M9_C1003,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,32% (w/v),,,,
608,M9_C1004,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 6000,10% (w/v),,,,
612,M9_C1005,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
616,M9_C1006,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 6000,32% (w/v),,,,
620,M9_C1007,,Potassium Chloride,KCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
624,M9_C1008,,Potassium Chloride,KCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 6000,32% (w/v),,,,
772,M9_C1009,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
776,M9_C1010,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
780,M9_C1011,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,30% (w/v),,,,
784,M9_C1012,,Sodium Chloride,NaCl,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
788,M9_C1013,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
792,M9_C1014,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
796,M9_C1015,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 6000,30% (w/v),,,,
800,M9_C1016,,Sodium Chloride,NaCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
804,M9_C1017,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
808,M9_C1018,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
812,M9_C1019,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 6000,30% (w/v),,,,
816,M9_C1020,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 6000,10% (w/v),,,,
964,M9_C1021,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 6000,8% (w/v),,,,
968,M9_C1022,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 6000,20% (w/v),,,,
972,M9_C1023,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 6000,30% (w/v),,,,
976,M9_C1024,,Sodium Chloride,NaCl,0.25 M,Sodium Citrate,0.1 M,5.6,PEG 6000,19% (w/v),,,,
980,M9_C1025,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
984,M9_C1026,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
988,M9_C1027,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
992,M9_C1028,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
996,M9_C1029,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1000,M9_C1030,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1004,M9_C1031,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
1008,M9_C1032,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1156,M9_C1033,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1160,M9_C1034,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1164,M9_C1035,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
1168,M9_C1036,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1172,M9_C1037,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1176,M9_C1038,,Magnesium Chloride hexahydrate ,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1180,M9_C1039,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1184,M9_C1040,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1188,M9_C1041,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1192,M9_C1042,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
1196,M9_C1043,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1200,M9_C1044,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1348,M9_C1045,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1352,M9_C1046,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
1356,M9_C1047,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1360,M9_C1048,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1364,M9_C1049,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1368,M9_C1050,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,HEPES,0.1 M,7.0,PEG 6000,19% (w/v),,,,
1372,M9_C1051,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1376,M9_C1052,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
1380,M9_C1053,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
1384,M9_C1054,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
1388,M9_C1055,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
1392,M9_C1056,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
100,M9_C1057,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
104,M9_C1058,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
108,M9_C1059,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
112,M9_C1060,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
116,M9_C1061,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
120,M9_C1062,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,HEPES,0.1 M,7.0,PEG 6000,19% (w/v),,,,
124,M9_C1063,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7.0,PEG 6000,10% (w/v),,,,
128,M9_C1064,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7.0,PEG 6000,32% (w/v),,,,
132,M9_C1065,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,10% (w/v),,,,
136,M9_C1066,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
140,M9_C1067,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,32% (w/v),,,,
144,M9_C1068,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7.0,PEG 6000,10% (w/v),,,,
292,M9_C1069,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
296,M9_C1070,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7.0,PEG 6000,32% (w/v),,,,
300,M9_C1071,,Potassium Chloride,KCl,0.5 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
304,M9_C1072,,Potassium Chloride,KCl,0.5 M,HEPES,0.1 M,7.0,PEG 6000,32% (w/v),,,,
308,M9_C1073,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
312,M9_C1074,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
316,M9_C1075,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
320,M9_C1076,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
324,M9_C1077,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
328,M9_C1078,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
332,M9_C1079,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
336,M9_C1080,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
484,M9_C1081,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
488,M9_C1082,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
492,M9_C1083,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
496,M9_C1084,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 6000,40% (w/v),,,,
500,M9_C1085,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 6000,8% (w/v),,,,
504,M9_C1086,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 6000,20% (w/v),,,,
508,M9_C1087,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 6000,30% (w/v),,,,
512,M9_C1088,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 6000,38% (w/v),,,,
516,M9_C1089,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
520,M9_C1090,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
524,M9_C1091,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
528,M9_C1092,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
676,M9_C1093,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
680,M9_C1094,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
684,M9_C1095,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
688,M9_C1096,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
692,M9_C1097,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
696,M9_C1098,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
700,M9_C1099,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
704,M9_C1100,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
708,M9_C1101,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
712,M9_C1102,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
716,M9_C1103,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
720,M9_C1104,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
868,M9_C1105,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
872,M9_C1106,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,MES,0.1 M,6.0,PEG 6000,40% (w/v),,,,
876,M9_C1107,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
880,M9_C1108,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
884,M9_C1109,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
888,M9_C1110,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,TRIS,0.1 M,8.5,PEG 6000,10% (w/v),,,,
892,M9_C1111,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
896,M9_C1112,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
900,M9_C1113,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,TRIS,0.1 M,8.5,PEG 6000,15% (w/v),,,,
904,M9_C1114,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,TRIS,0.1 M,8.5,PEG 6000,19% (w/v),,,,
908,M9_C1115,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
912,M9_C1116,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1060,M9_C1117,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1064,M9_C1118,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
1068,M9_C1119,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
1072,M9_C1120,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1076,M9_C1121,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1080,M9_C1122,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
1084,M9_C1123,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
1088,M9_C1124,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1092,M9_C1125,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1096,M9_C1126,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,TRIS,0.1 M,8.5,PEG 6000,19% (w/v),,,,
1100,M9_C1127,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 6000,10% (w/v),,,,
1104,M9_C1128,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 6000,32% (w/v),,,,
1252,M9_C1129,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,10% (w/v),,,,
1256,M9_C1130,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1260,M9_C1131,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,32% (w/v),,,,
1264,M9_C1132,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 6000,10% (w/v),,,,
1268,M9_C1133,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1272,M9_C1134,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 6000,32% (w/v),,,,
1276,M9_C1135,,Potassium Chloride,KCl,0.5 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1280,M9_C1136,,Potassium Chloride,KCl,0.5 M,TRIS,0.1 M,8.5,PEG 6000,32% (w/v),,,,
1284,M9_C1137,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
1288,M9_C1138,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1292,M9_C1139,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1296,M9_C1140,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
1444,M9_C1141,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
1448,M9_C1142,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1452,M9_C1143,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1456,M9_C1144,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
1460,M9_C1145,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
1464,M9_C1146,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1468,M9_C1147,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1472,M9_C1148,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 6000,40% (w/v),,,,
1476,M9_C1149,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 6000,8% (w/v),,,,
1480,M9_C1150,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 6000,20% (w/v),,,,
1484,M9_C1151,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 6000,30% (w/v),,,,
1488,M9_C1152,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 6000,38% (w/v),,,,
