Composite List,,,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
200,21_C0974, HR PEGRx HT-B2,,,,MES monohydrate,0.1 M,6,"Jeffamine® M-600®, pH 7.0",20% v/v,,,,,,
204,21_C0975, HR PEGRx HT-B3,,,,Tris,0.1 M,8,"Jeffamine® M-600®, pH 7.0",30% v/v,,,,,,
208,21_C0976, HR PEGRx HT-B4,,,,Citric acid,0.1 M,3.5,"Polyethylene glycol 1,000",14% w/v,,,,,,
212,21_C0977, HR PEGRx HT-B5,,,,Sodium citrate tribasic dihydrate,0.1 M,5.5,"Polyethylene glycol 1,000",22% w/v,,,,,,
216,21_C0978, HR PEGRx HT-B6,,,,HEPES,0.1 M,7.5,"Polyethylene glycol 1,000",30% w/v,,,,,,
220,21_C0979, HR PEGRx HT-B7,,,,Sodium acetate trihydrate,0.1 M,4.5,"Polyethylene glycol 1,500",30% w/v,,,,,,
224,21_C0980, HR PEGRx HT-B8,,,,BIS-TRIS,0.1 M,6.5,"Polyethylene glycol 1,500",20% w/v,,,,,,
228,21_C0981, HR PEGRx HT-B9,,,,BICINE,0.1 M,8.5,"Polyethylene glycol 1,500",15% w/v,,,,,,
232,21_C0982, HR PEGRx HT-B10,,,,Sodium acetate trihydrate,0.1 M,4,"Polyethylene glycol monomethyl ether 2,000",10% w/v,,,,,,
236,21_C0983, HR PEGRx HT-B11,,,,MES monohydrate,0.1 M,6,"Polyethylene glycol monomethyl ether 2,000",20% w/v,,,,,,
240,21_C0984, HR PEGRx HT-B12,,,,Tris,0.1 M,8,"Polyethylene glycol monomethyl ether 2,000",30% w/v,,,,,,
388,21_C0985, HR PEGRx HT-C1,,,,Sodium citrate tribasic dihydrate,0.1 M,5,"Jeffamine® ED-2001, pH 7.0",30% v/v,,,,,,
392,21_C0986, HR PEGRx HT-C2,,,,Imidazole,0.1 M,7,"Jeffamine® ED-2001, pH 7.0",20% v/v,,,,,,
396,21_C0987, HR PEGRx HT-C3,,,,BIS-TRIS propane,0.1 M,9,"Jeffamine® ED-2001, pH 7.0",10% v/v,,,,,,
400,21_C0988, HR PEGRx HT-C4,,,,Citric acid,0.1 M,3.5,"Polyethylene glycol 3,350",25% w/v,,,,,,
404,21_C0989, HR PEGRx HT-C5,,,,Sodium citrate tribasic dihydrate,0.1 M,5.5,"Polyethylene glycol 3,350",18% w/v,,,,,,
408,21_C0990, HR PEGRx HT-C6,,,,HEPES,0.1 M,7.5,"Polyethylene glycol 3,350",12% w/v,,,,,,
412,21_C0991, HR PEGRx HT-C7,,,,Sodium acetate trihydrate,0.1 M,4,"Polyethylene glycol 4,000",10% w/v,,,,,,
416,21_C0992, HR PEGRx HT-C8,,,,MES monohydrate,0.1 M,6,"Polyethylene glycol 4,000",14% w/v,,,,,,
420,21_C0993, HR PEGRx HT-C9,,,,Tris,0.1 M,8,"Polyethylene glycol 4,000",28% w/v,,,,,,
424,21_C0994, HR PEGRx HT-C10,,,,Sodium acetate trihydrate,0.1 M,4.5,"Polyethylene glycol monomethyl ether 5,000",30% w/v,,,,,,
428,21_C0995, HR PEGRx HT-C11,,,,BIS-TRIS,0.1 M,6.5,"Polyethylene glycol monomethyl ether 5,000",20% w/v,,,,,,
432,21_C0996, HR PEGRx HT-C12,,,,BICINE,0.1 M,8.5,"Polyethylene glycol monomethyl ether 5,000",8% w/v,,,,,,
580,21_C0997, HR PEGRx HT-D1,,,,Sodium citrate tribasic dihydrate,0.1 M,5,"Polyethylene glycol 6,000",10% w/v,,,,,,
584,21_C0998, HR PEGRx HT-D2,,,,Imidazole,0.1 M,7,"Polyethylene glycol 6,000",20% w/v,,,,,,
588,21_C0999, HR PEGRx HT-D3,,,,BIS-TRIS propane,0.1 M,9,"Polyethylene glycol 6,000",30% w/v,,,,,,
592,21_C1000, HR PEGRx HT-D4,,,,Citric acid,0.1 M,3.5,"Polyethylene glycol 8,000",28% w/v,,,,,,
596,21_C1001, HR PEGRx HT-D5,,,,Sodium citrate tribasic dihydrate,0.1 M,5.5,"Polyethylene glycol 8,000",16% w/v,,,,,,
600,21_C1002, HR PEGRx HT-D6,,,,HEPES,0.1 M,7.5,"Polyethylene glycol 8,000",4% w/v,,,,,,
604,21_C1003, HR PEGRx HT-D7,,,,Sodium acetate trihydrate,0.1 M,4.5,"Polyethylene glycol 10,000",10% w/v,,,,,,
608,21_C1004, HR PEGRx HT-D8,,,,BIS-TRIS,0.1 M,6.5,"Polyethylene glycol 10,000",16% w/v,,,,,,
612,21_C1005, HR PEGRx HT-D9,,,,BICINE,0.1 M,8.5,"Polyethylene glycol 10,000",20% w/v,,,,,,
616,21_C1006, HR PEGRx HT-D10,,,,Sodium citrate tribasic dihydrate,0.1 M,5,"Polyethylene glycol 20,000",18% w/v,,,,,,
620,21_C1007, HR PEGRx HT-D11,,,,Imidazole,0.1 M,7,"Polyethylene glycol 20,000",12% w/v,,,,,,
624,21_C1008, HR PEGRx HT-D12,,,,BIS-TRIS propane,0.1 M,9,"Polyethylene glycol 20,000",8% w/v,,,,,,
772,21_C1009, HR PEGRx HT-E1,Lithium sulfate monohydrate,,0.8 M,Sodium acetate trihydrate,0.1 M,4,Polyethylene glycol 200,4% v/v,,,,,,
776,21_C1010, HR PEGRx HT-E2,Lithium sulfate monohydrate,,0.2 M,Sodium citrate tribasic dihydrate,0.1 M,5,Polyethylene glycol 200,26% v/v,,,,,,
780,21_C1011, HR PEGRx HT-E3,Calcium chloride dihydrate,,0.05 M,MES monohydrate,0.1 M,6,Polyethylene glycol 200,45% v/v,,,,,,
784,21_C1012, HR PEGRx HT-E4,2-Propanol,,28% v/v,BIS-TRIS,0.1 M,6.5,Polyethylene glycol 200,3% v/v,,,,,,
788,21_C1013, HR PEGRx HT-E5,"Tacsimate, pH 7.0",,20% v/v,HEPES,0.1 M,7.5,Polyethylene glycol 200,2% v/v,,,,,,
792,21_C1014, HR PEGRx HT-E6,2-Propanol,,10% v/v,Sodium citrate tribasic dihydrate,0.1 M,5,Polyethylene glycol 400,26% v/v,,,,,,
796,21_C1015, HR PEGRx HT-E7,Ammonium acetate,,0.2 M,Sodium citrate tribasic dihydrate,0.1 M,5.5,Polyethylene glycol 400,24% v/v,,,,,,
800,21_C1016, HR PEGRx HT-E8,Ammonium sulfate,,0.2 M,BIS-TRIS,0.1 M,6.5,Polyethylene glycol 400,18% v/v,,,,,,
804,21_C1017, HR PEGRx HT-E9,CYMAL®-7,,0.19 mM,HEPES,0.1 M,7.5,Polyethylene glycol 400,40% v/v,,,,,,
808,21_C1018, HR PEGRx HT-E10,2-Propanol,,6% v/v,Sodium acetate trihydrate,0.1 M,4.5,Polyethylene glycol monomethyl ether 550,26% v/v,,,,,,
812,21_C1019, HR PEGRx HT-E11,Ammonium sulfate,,1.8 M,BIS-TRIS,0.1 M,6.5,Polyethylene glycol monomethyl ether 550,2% v/v,,,,,,
816,21_C1020, HR PEGRx HT-E12,"DL-Malic acid, pH 7.0",,0.15 M,Imidazole,0.1 M,7,Polyethylene glycol monomethyl ether 550,22% v/v,,,,,,
964,21_C1021, HR PEGRx HT-F1,"Succinic acid, pH 7.0",,0.1 M,BICINE,0.1 M,8.5,Polyethylene glycol monomethyl ether 550,30% v/v,,,,,,
968,21_C1022, HR PEGRx HT-F2,Lithium sulfate monohydrate,,0.1 M,Sodium citrate tribasic dihydrate,0.1 M,5.5,"Polyethylene glycol 1,000",20% w/v,,,,,,
972,21_C1023, HR PEGRx HT-F3,"Sodium malonate, pH 8.0",,0.1 M,Tris,0.1 M,8,"Polyethylene glycol 1,000",30% w/v,,,,,,
976,21_C1024, HR PEGRx HT-F4,"(+/-)-2-Methyl-2,4-pentanediol",,4% v/v,Citric acid,0.1 M,3.5,"Polyethylene glycol 1,500",20% w/v,,,,,,
980,21_C1025, HR PEGRx HT-F5,L-Proline,,0.2 M,HEPES,0.1 M,7.5,"Polyethylene glycol 1,500",24% w/v,,,,,,
984,21_C1026, HR PEGRx HT-F6,2-Propanol,,10% v/v,BICINE,0.1 M,8.5,"Polyethylene glycol 1,500",30% w/v,,,,,,
988,21_C1027, HR PEGRx HT-F7,Sodium chloride,,0.1 M,BIS-TRIS propane,0.1 M,9,"Polyethylene glycol 1,500",25% w/v,,,,,,
992,21_C1028, HR PEGRx HT-F8,Nickel(II) chloride hexahydrate,,0.02 M,Sodium acetate trihydrate,0.1 M,4.5,"Polyethylene glycol monomethyl ether 2,000",24% w/v,Magnesium chloride hexahydrate,0.02 M,Cadmium chloride hydrate,0.02 M,,
996,21_C1029, HR PEGRx HT-F9,2-Propanol,,20% v/v,MES monohydrate,0.1 M,6,"Polyethylene glycol monomethyl ether 2,000",20% w/v,,,,,,
1000,21_C1030, HR PEGRx HT-F10,"Ammonium citrate tribasic, pH 7.0",,0.2 M,Imidazole,0.1 M,7,"Polyethylene glycol monomethyl ether 2,000",20% w/v,,,,,,
1004,21_C1031, HR PEGRx HT-F11,Potassium formate,,4 M,BIS-TRIS propane,0.1 M,9,"Polyethylene glycol monomethyl ether 2,000",2% w/v,,,,,,
1008,21_C1032, HR PEGRx HT-F12,"Tacsimate, pH 4.0",,50% v/v,Sodium acetate trihydrate,0.1 M,4.5,"Polyethylene glycol 3,350",1% w/v,,,,,,
1156,21_C1033, HR PEGRx HT-G1,n-Octyl-β-D-glucoside,,0.10% w/v,Sodium citrate tribasic dihydrate,0.1 M,5.5,"Polyethylene glycol 3,350",22% w/v,,,,,,
1160,21_C1034, HR PEGRx HT-G2,"Tacsimate, pH 7.0",,2% v/v,Imidazole,0.1 M,7,"Polyethylene glycol 3,350",8% w/v,2-Propanol,5 % v/v,,,,
1164,21_C1035, HR PEGRx HT-G3,"1,4-Dioxane",,2% v/v,Tris,0.1 M,8,"Polyethylene glycol 3,350",15% w/v,,,,,,
1168,21_C1036, HR PEGRx HT-G4,2-Propanol,,18% v/v,Sodium citrate tribasic dihydrate,0.1 M,5.5,"Polyethylene glycol 4,000",20% w/v,,,,,,
1172,21_C1037, HR PEGRx HT-G5,"Tacsimate, pH 6.0",,6% v/v,MES monohydrate,0.1 M,6,"Polyethylene glycol 4,000",25% w/v,,,,,,
1176,21_C1038, HR PEGRx HT-G6,Magnesium formate dihydrate,,0.2 M,Sodium acetate trihydrate,0.1 M,4,"Polyethylene glycol monomethyl ether 5,000",18% w/v,,,,,,
1180,21_C1039, HR PEGRx HT-G7,Polyethylene glycol 400,,2% v/v,Imidazole,0.1 M,7,"Polyethylene glycol monomethyl ether 5,000",24% w/v,,,,,,
1184,21_C1040, HR PEGRx HT-G8,Sodium formate,,0.2 M,BICINE,0.1 M,8.5,"Polyethylene glycol monomethyl ether 5,000",20% w/v,,,,,,
1188,21_C1041, HR PEGRx HT-G9,2-Propanol,,4% v/v,BIS-TRIS propane,0.1 M,9,"Polyethylene glycol monomethyl ether 5,000",20% w/v,,,,,,
1192,21_C1042, HR PEGRx HT-G10,Ethylene glycol,,6% v/v,Citric acid,0.1 M,3.5,"Polyethylene glycol 6,000",10% w/v,,,,,,
1196,21_C1043, HR PEGRx HT-G11,Lithium sulfate monohydrate,,0.15 M,Citric acid,0.1 M,3.5,"Polyethylene glycol 6,000",18% w/v,,,,,,
1200,21_C1044, HR PEGRx HT-G12,2-Propanol,,10% v/v,Sodium acetate trihydrate,0.1 M,4,"Polyethylene glycol 6,000",22% w/v,,,,,,
1348,21_C1045, HR PEGRx HT-H1,Sodium chloride,,0.2 M,Sodium acetate trihydrate,0.1 M,4,"Polyethylene glycol 8,000",22% w/v,,,,,,
1352,21_C1046, HR PEGRx HT-H2,2-Propanol,,20% v/v,Tris,0.1 M,8,"Polyethylene glycol 8,000",5% w/v,,,,,,
1356,21_C1047, HR PEGRx HT-H3,Polyethylene glycol 200,,10% v/v,BIS-TRIS propane,0.1 M,9,"Polyethylene glycol 8,000",18% w/v,,,,,,
1360,21_C1048, HR PEGRx HT-H4,2-Propanol,,15% v/v,Sodium citrate tribasic dihydrate,0.1 M,5,"Polyethylene glycol 10,000",10% w/v,,,,,,
1364,21_C1049, HR PEGRx HT-H5,"Sodium malonate, pH 6.0",,0.4 M,MES monohydrate,0.1 M,6,"Polyethylene glycol 10,000",0.5% w/v,,,,,,
1368,21_C1050, HR PEGRx HT-H6,Potassium sodium tartrate tetrahydrate,,0.2 M,BIS-TRIS,0.1 M,6.5,"Polyethylene glycol 10,000",10% w/v,,,,,,
1372,21_C1051, HR PEGRx HT-H7,"(+/-)-2-Methyl-2,4-pentanediol",,5% v/v,HEPES,0.1 M,7.5,"Polyethylene glycol 10,000",10% w/v,,,,,,
1376,21_C1052, HR PEGRx HT-H8,Ammonium acetate,,0.2 M,Tris,0.1 M,8,"Polyethylene glycol 10,000",16% w/v,,,,,,
1380,21_C1053, HR PEGRx HT-H9,2-Propanol,,5% v/v,Citric acid,0.1 M,3.5,"Polyethylene glycol 20,000",6% w/v,,,,,,
1384,21_C1054, HR PEGRx HT-H10,"Sodium malonate, pH 5.0",,1 M,Sodium acetate trihydrate,0.1 M,4.5,"Polyethylene glycol 20,000",2% w/v,,,,,,
1388,21_C1055, HR PEGRx HT-H11,Magnesium chloride hexahydrate,,0.2 M,Sodium citrate tribasic dihydrate,0.1 M,5,"Polyethylene glycol 20,000",10% w/v,,,,,,
1392,21_C1056, HR PEGRx HT-H12,Dextran sulfate sodium salt,,3% w/v,BICINE,0.1 M,8.5,"Polyethylene glycol 20,000",15% w/v,,,,,,
100,21_C1057,Silver Bullet A1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
104,21_C1058,Silver Bullet A2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
108,21_C1059,Silver Bullet A3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
112,21_C1060,Silver Bullet A4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
116,21_C1061,Silver Bullet A5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
120,21_C1062,Silver Bullet A6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
124,21_C1063,Silver Bullet A7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
128,21_C1064,Silver Bullet A8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
132,21_C1065,Silver Bullet A9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
136,21_C1066,Silver Bullet A10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
140,21_C1067,Silver Bullet A11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
144,21_C1068,Silver Bullet A12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
292,21_C1069,Silver Bullet B1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
296,21_C1070,Silver Bullet B2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
300,21_C1071,Silver Bullet B3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
304,21_C1072,Silver Bullet B4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
308,21_C1073,Silver Bullet B5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
312,21_C1074,Silver Bullet B6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
316,21_C1075,Silver Bullet B7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
320,21_C1076,Silver Bullet B8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
324,21_C1077,Silver Bullet B9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
328,21_C1078,Silver Bullet B10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
332,21_C1079,Silver Bullet B11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
336,21_C1080,Silver Bullet B12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
484,21_C1081,Silver Bullet C1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
488,21_C1082,Silver Bullet C2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
492,21_C1083,Silver Bullet C3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
496,21_C1084,Silver Bullet C4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
500,21_C1085,Silver Bullet C5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
504,21_C1086,Silver Bullet C6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
508,21_C1087,Silver Bullet C7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
512,21_C1088,Silver Bullet C8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
516,21_C1089,Silver Bullet C9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
520,21_C1090,Silver Bullet C10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
524,21_C1091,Silver Bullet C11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
528,21_C1092,Silver Bullet C12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
676,21_C1093,Silver Bullet D1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
680,21_C1094,Silver Bullet D2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
684,21_C1095,Silver Bullet D3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
688,21_C1096,Silver Bullet D4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
692,21_C1097,Silver Bullet D5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
696,21_C1098,Silver Bullet D6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
700,21_C1099,Silver Bullet D7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
704,21_C1100,Silver Bullet D8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
708,21_C1101,Silver Bullet D9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
712,21_C1102,Silver Bullet D10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
716,21_C1103,Silver Bullet D11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
720,21_C1104,Silver Bullet D12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
868,21_C1105,Silver Bullet E1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
872,21_C1106,Silver Bullet E2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
876,21_C1107,Silver Bullet E3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
880,21_C1108,Silver Bullet E4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
884,21_C1109,Silver Bullet E5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
888,21_C1110,Silver Bullet E6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
892,21_C1111,Silver Bullet E7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
896,21_C1112,Silver Bullet E8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
900,21_C1113,Silver Bullet E9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
904,21_C1114,Silver Bullet E10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
908,21_C1115,Silver Bullet E11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
912,21_C1116,Silver Bullet E12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1060,21_C1117,Silver Bullet F1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1064,21_C1118,Silver Bullet F2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1068,21_C1119,Silver Bullet F3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1072,21_C1120,Silver Bullet F4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1076,21_C1121,Silver Bullet F5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1080,21_C1122,Silver Bullet F6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1084,21_C1123,Silver Bullet F7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1088,21_C1124,Silver Bullet F8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1092,21_C1125,Silver Bullet F9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1096,21_C1126,Silver Bullet F10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1100,21_C1127,Silver Bullet F11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1104,21_C1128,Silver Bullet F12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1252,21_C1129,Silver Bullet G1,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1256,21_C1130,Silver Bullet G2,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1260,21_C1131,Silver Bullet G3,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1264,21_C1132,Silver Bullet G4,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1268,21_C1133,Silver Bullet G5,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1272,21_C1134,Silver Bullet G6,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1276,21_C1135,Silver Bullet G7,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1280,21_C1136,Silver Bullet G8,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1284,21_C1137,Silver Bullet G9,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1288,21_C1138,Silver Bullet G10,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1292,21_C1139,Silver Bullet G11,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1296,21_C1140,Silver Bullet G12,,,,HEPES,0.05 M,6.8,PEG 3350,12.5% (w/v),,,,,,
1444,21_C1141,Silver Bullet H1,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1448,21_C1142,Silver Bullet H2,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1452,21_C1143,Silver Bullet H3,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1456,21_C1144,Silver Bullet H4,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1460,21_C1145,Silver Bullet H5,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1464,21_C1146,Silver Bullet H6,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1468,21_C1147,Silver Bullet H7,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1472,21_C1148,Silver Bullet H8,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1476,21_C1149,Silver Bullet H9,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1480,21_C1150,Silver Bullet H10,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1484,21_C1151,Silver Bullet H11,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
1488,21_C1152,Silver Bullet H12,"Tacsimate, pH 7.0",,27.5% (w/v),HEPES,0.05 M,6.8,,,,,,,,
50,21_C1153,HR PEG/Ion HT-A1,Sodium flouride,,0.2 M,,,7.3,PEG 3350,20%(w/v),,,,,,
54,21_C1154,HR PEG/Ion HT-A2,Potassium flouride,,0.2 M,,,7.3,PEG 3350,20%(w/v),,,,,,
58,21_C1155,HR PEG/Ion HT-A3,Ammonium flouride,,0.2 M,,,6.2,PEG 3350,20%(w/v),,,,,,
62,21_C1156,HR PEG/Ion HT-A4,Lithium chloride,,0.2 M,,,6.8,PEG 3350,20%(w/v),,,,,,
66,21_C1157,HR PEG/Ion HT-A5,Magnesium chloride hexahydrate,,0.2 M,,,5.9,PEG 3350,20%(w/v),,,,,,
70,21_C1158,HR PEG/Ion HT-A6,Sodium chloride,,0.2 M,,,6.9,PEG 3350,20%(w/v),,,,,,
74,21_C1159,HR PEG/Ion HT-A7,Calcium chloride dihydrate,,0.2 M,,,5.1,PEG 3350,20%(w/v),,,,,,
78,21_C1160,HR PEG/Ion HT-A8,Potassium chloride,,0.2 M,,,7,PEG 3350,20%(w/v),,,,,,
82,21_C1161,HR PEG/Ion HT-A9,Ammonium chloride,,0.2 M,,,6.3,PEG 3350,20%(w/v),,,,,,
86,21_C1162,HR PEG/Ion HT-A10,Sodium iodide,,0.2 M,,,7,PEG 3350,20%(w/v),,,,,,
90,21_C1163,HR PEG/Ion HT-A11,Potassium iodide,,0.2 M,,,7,PEG 3350,20%(w/v),,,,,,
94,21_C1164,HR PEG/Ion HT-A12,Ammonium iodide,,0.2 M,,,6.2,PEG 3350,20%(w/v),,,,,,
242,21_C1165,HR PEG/Ion HT-B1,Sodium thiocyanate,,0.2 M,,,6.9,PEG 3350,20%(w/v),,,,,,
246,21_C1166,HR PEG/Ion HT-B2,Potassium thiocyanate,,0.2 M,,,7,PEG 3350,20%(w/v),,,,,,
250,21_C1167,HR PEG/Ion HT-B3,Lithium nitrate,,0.2 M,,,7.1,PEG 3350,20%(w/v),,,,,,
254,21_C1168,HR PEG/Ion HT-B4,Magnesium nitrate hexahydrate,,0.2 M,,,5.9,PEG 3350,20%(w/v),,,,,,
258,21_C1169,HR PEG/Ion HT-B5,Sodium nitrate,,0.2 M,,,6.8,PEG 3350,20%(w/v),,,,,,
262,21_C1170,HR PEG/Ion HT-B6,Potassium nitrate,,0.2 M,,,6.8,PEG 3350,20%(w/v),,,,,,
266,21_C1171,HR PEG/Ion HT-B7,Ammonium nitrate,,0.2 M,,,6.2,PEG 3350,20%(w/v),,,,,,
270,21_C1172,HR PEG/Ion HT-B8,Magnesium formate dihydrate,,0.2 M,,,7,PEG 3350,20%(w/v),,,,,,
274,21_C1173,HR PEG/Ion HT-B9,Sodium formate,,0.2 M,,,7.2,PEG 3350,20%(w/v),,,,,,
278,21_C1174,HR PEG/Ion HT-B10,Potassium formate,,0.2 M,,,7.3,PEG 3350,20%(w/v),,,,,,
